should_bid,confidence,reasoning,relevant_factors,estimated_fit,resource_id,analyzed_at
False,high,Non-IT services - Furniture procurement is within the excluded scope of Version 1.,['Primary reason for decision'],0,6972293,2025-11-27T11:09:27.284360
False,high,Non-IT service - Contract hire of sweepers for Fingal County Council (physical goods),['Primary reason for decision'],0,7028648,2025-11-27T11:09:29.657776
False,high,"Physical goods only (furniture, equipment) mentioned in the tender details",['Tender is for physical goods and non-IT services'],,7028572,2025-11-27T11:09:31.883135
False,high,"Coiste Forbartha Dhobhair Teo is seeking an extension to Ionad Naomh Padraig Dore 2, which does not explicitly mention software or IT services. The estimated value of $75,000 also suggests a non-IT scope.","['No clear indication of IT services', 'Non-standard contract value']",0,7028023,2025-11-27T11:09:35.077748
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Rejection of physical goods'],0,7025533,2025-11-27T11:09:37.463640
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) is mentioned in the tender title.","['Physical goods', 'Non-IT services']",,7026082,2025-11-27T11:09:39.814846
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) and Construction, facilities, or building works mentioned in the tender details.",['Primary reason for decision'],,7015441,2025-11-27T11:09:42.220486
False,high,Immediate disqualification due to construction services (Step 2),['Construction services mentioned in the tender title'],,7015791,2025-11-27T11:09:44.313984
False,high,"Specific reason - All services mentioned in the tender are non-IT related (Demolition of old Dental Facility, new decant canteen and FM Department Admin building, Hospital 1 refurbishment).","['Tender does not mention software, IT, technology, cloud, data, digital, or systems.', 'All services mentioned in the tender are non-IT related.']",,7021522,2025-11-27T11:09:47.604426
False,high,Specific reason - Non-IT service: Catering or food services (tender details: Dublin and Dun Laoghaire Education and Training Board),['Non-technology professional services'],0,7025892,2025-11-27T11:09:50.265961
False,high,"Specific reason - the project is classified as 'Demolition of the old Dental Facility. New decant canteen and FM Department Admin building.' which falls under construction, facilities, or building works.",['Project classification matches our excluded areas'],,7018807,2025-11-27T11:09:53.001120
False,high,Physical goods only (furniture) mentioned in the tender content,['Primary reason for decision'],0,7013693,2025-11-27T11:09:55.245620
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) are listed as IMMEDIATE DISQUALIFICATION criteria. Since Version 1 is a technology consultancy company and does not bid on physical products or non-technology professional services, we reject this tender.","['Primary reason for decision', 'Tender title does not mention software, IT, technology, cloud, data, digital, or systems']",,6736002,2025-11-27T11:09:58.539235
False,high,Specific reason - Physical goods ONLY (vehicles),['Primary reason for decision'],0,7023556,2025-11-27T11:10:00.660571
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - furniture fit-outs not mentioned but the tender title mentions Engineering Led Multi-Disciplinary Design Team PSDP which is likely to involve IT systems and digital services. However, given Version 1's technology company policy of NOT bidding on non-technology professional services, this bid does not align with our capabilities.",['Primary reason for decision'],0,7020007,2025-11-27T11:10:04.152027
False,high,Non-IT service - Pest Control Services (physical goods only),"['Physical goods only', 'Non-IT services']",0,7022336,2025-11-27T11:10:06.500020
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Tender details do not mention any IT-related services.","[""Tender does not match Version 1's IT service offerings""]",,7022242,2025-11-27T11:10:09.052056
False,high,Physical goods ONLY (vehicles) - does not match Version 1's technology company profile or exclude services,['Primary reason for decision'],,7020796,2025-11-27T11:10:11.293662
False,high,"Physical goods ONLY - Furniture, equipment, vehicles, supplies, trees, ice machines",['Physical goods'],0,7019489,2025-11-27T11:10:13.537507
False,low,"CPV Codes not provided, and no indication of software or technology services in the tender title.",['Lack of CPV codes and unclear service type'],0,7019709,2025-11-27T11:10:16.059066
False,high,"Physical goods only - Furniture (4 Eco Cabins), which does not match Version 1's technology consultancy capabilities.",['Primary reason for decision'],0,7020305,2025-11-27T11:10:18.564445
False,high,"The tender details do not mention software, IT, technology, cloud, data, digital, or systems explicitly. The contracting authority is the Central Bank of Ireland and the estimated value is 210000.0. Since Version 1 is a technology company but does not bid on non-technology professional services, it is clear that this tender does not match our capabilities.","['Lack of IT-related keywords in the tender title', 'Non-technology professional services']",0,7031792,2025-11-27T11:10:22.298348
False,high,"No physical goods or non-IT services listed, but no clear indication of IT services either. Given Version 1's technology company status and exclusion criteria, we default to rejecting.",['Primary reason for decision: Lack of clear IT/technology evidence'],0,6990551,2025-11-27T11:10:25.147291
False,high,"Physical goods ONLY (catering services) - rejecting non-IT, service category",['School Meals Scheme'],,7032047,2025-11-27T11:10:27.280602
False,high,"Non-IT services - Catering, food services, or meals",['Catering service'],,7030119,2025-11-27T11:10:29.345506
False,high,"The tender is for 'water conservation, leakage reduction and prevention works' which is not a technology service. It falls under the category of construction or facilities services.",['Physical goods and non-IT services'],0,7031753,2025-11-27T11:10:31.999687
False,high,"Physical goods ONLY (furniture, equipment) - Furniture, fixtures, or physical fit-outs are not within Version 1's technology capabilities.","['Non-IT service', 'Furniture and equipment']",0,7027737,2025-11-27T11:10:34.675203
False,high,"Physical goods only (furniture, equipment, vehicles, supplies, trees, ice machines)","['Physical goods only', 'Non-IT services']",,7031662,2025-11-27T11:10:36.915763
False,high,"Specific reason - construction work, facilities, or building works are excluded from bidding by the company.",['Primary reason for decision'],0,6744088,2025-11-27T11:10:39.270730
False,high,Physical goods ONLY (furniture) does not match any IT services or projects that Version 1 typically bids on.,['Primary reason for decision'],0,7021653,2025-11-27T11:10:41.739998
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) applies","['Primary reason for decision', 'Tender does not mention software, IT, technology, cloud, data, digital, or systems']",,7029887,2025-11-27T11:10:44.360333
False,high,"Physical goods only (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],,7026005,2025-11-27T11:10:46.447505
False,high,"Physical goods only. The tender details state 'No PDF content available', but this does not indicate software or IT services are being sought.","['Tender does not mention software, IT, technology, cloud, data, digital, or systems']",0,7027952,2025-11-27T11:10:49.268935
False,high,"Tender does not mention software, IT, technology, cloud, data, digital, or systems. It is classified as physical goods and associated site works for a storage shed.",['No mention of software or IT services'],0,7026591,2025-11-27T11:10:52.076404
False,low,"Physical goods ONLY (furniture, equipment) - Furniture fits within this category as it is a physical good that doesn't match Version 1's technology capabilities",['Primary reason for decision'],0,7027071,2025-11-27T11:10:54.668065
False,high,Specific reason - Physical goods ONLY (furniture) is listed under IMMEDIATE DISQUALIFICATION.,['Primary reason for decision'],0,7025070,2025-11-27T11:10:57.073208
False,high,Specific reason - Construction work is not within our service portfolio,['Construction work is outside of our capabilities'],,7024883,2025-11-27T11:10:59.217814
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) is present in the tender details",['Primary reason for decision'],,7022893,2025-11-27T11:11:01.427728
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are excluded from bidding. This tender is for IT services related to software, licensing, maintenance, updates/updates/developmentsupporttechnical support of the Quercus Student Records System at Teagasc.","[""Tender does not match Version 1's capabilities due to exclusion of physical goods and construction services.""]",,7018281,2025-11-27T11:11:04.891586
False,high,"The tender details indicate the provision of Clinisys WinPath Enterprise Implementation Services, which falls under the category of IT Consulting, Architecture, or Strategy. However, since The Coombe Hospital is a contracting authority and not an IT service provider, it appears to be a non-IT related service.",['Non-IT related service'],0,7012637,2025-11-27T11:11:08.072710
False,high,Immediate disqualification due to non-IT services,"['Tender does not mention software, IT, technology, cloud, data, or digital services']",,6941968,2025-11-27T11:11:10.349424
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - Reject immediately as it falls outside Version 1's scope.",['Primary reason for decision'],0,7009606,2025-11-27T11:11:12.822135
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - Reject immediately","[""Tender does not match Version 1's technology capabilities""]",,7011078,2025-11-27T11:11:15.094436
False,high,"No PDF content available, cannot assess the full tenders details.",['Lack of information'],,7011628,2025-11-27T11:11:17.198065
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],,7011208,2025-11-27T11:11:19.263385
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Furniture, fixtures, or physical fit-outs",['Primary reason for decision'],0,7009987,2025-11-27T11:11:21.855450
False,low,"Physical goods only (furniture, equipment) and non-IT services (asbestos removal and disposal) are mentioned in the tender title.",['Tender title mentions physical goods and non-IT services'],,7007586,2025-11-27T11:11:24.386151
False,high,Specific reason - Physical goods ONLY (ice machines) as mentioned in Immediate Disqualification,['Primary reason for decision'],0,7007420,2025-11-27T11:11:26.737865
False,high,"The tender does not mention software, IT, technology, cloud, data, digital, or systems explicitly, and it appears to be a construction project with physical goods involved.",['Primary reason for decision: Lack of clear IT/technology evidence'],0,7024103,2025-11-27T11:11:29.541640
False,low,"Specific reason - no clear IT/technology evidence exists; tender title does not mention software, IT, technology, cloud, data, digital, or systems; and it is not a digital services project.","['Lack of IT keywords', 'No physical goods or non-IT services mentioned']",0,6997974,2025-11-27T11:11:32.551898
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Furniture and physical fit-outs are excluded from Version 1's bidding scope.",['Primary reason for decision'],0,7022855,2025-11-27T11:11:35.238372
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Non-IT service",['Primary reason for decision'],,7022393,2025-11-27T11:11:37.504194
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) and Construction, facilities, or building works are mentioned in the tender title.",['Primary reason for decision'],,7020358,2025-11-27T11:11:39.912373
False,high,Lack of clear IT/technology evidence in the tender title and content.,"['Tender does not mention software, IT, technology, cloud, data, digital, or systems']",0,7022443,2025-11-27T11:11:42.473164
False,high,"Non-IT service: Educational materials, toys, or books (unless digital/software)",['Non-technology professional services'],,7022142,2025-11-27T11:11:44.705899
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - Rejected immediately",['Primary reason for decision'],0,7021123,2025-11-27T11:11:47.006564
False,high,"Primary reason for decision - The tender details clearly mention 'Hot Meals' under the School Meals Scheme, which falls under catering and food services. This is a physical good/service that does not align with Version 1's business capabilities or exclusions.",['Catering and food services are excluded from our bid scope'],0,7020695,2025-11-27T11:11:50.151774
False,high,Specific reason - Catering services are a physical goods service (food supplies) and do not align with Version 1's capabilities or business focus.,['Catering is a non-IT service'],0,7019023,2025-11-27T11:11:52.815624
False,high,"Non-IT service - Catering, food services or meals","['Catering, food services or meals']",0,7018706,2025-11-27T11:11:55.099596
False,high,Rejection due to non-IT service - Catering or Meals,['Non-technology professional services'],,7017485,2025-11-27T11:11:57.291893
True,high,"Matches Version 1's capabilities for software development, digital services, and cloud infrastructure.","['Software development', 'Digital services', 'Cloud infrastructure']",80,6968385,2025-11-27T11:11:59.702179
False,high,Physical goods only (construction works) - REJECT immediately as it falls under the 'physical goods ONLY' category,"['Construction, facilities, or building works']",0,7011970,2025-11-27T11:12:02.240797
False,high,"Construction works are mentioned in the tender title, which is outside of Version 1's non-bid scope.",['Tender title mentions construction works'],,7015663,2025-11-27T11:12:04.535936
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) and Physical product procurement are mentioned as reasons for immediate disqualification. Version 1 does not bid on these services.",['Primary reason for decision'],0,7007939,2025-11-27T11:12:07.232329
False,high,"Tender is for physical goods (Correlative Optical Tweezers-Fluorescence System) only, which does not align with Version 1's technology services.","['Physical goods tender', 'Non-technology service']",,7004185,2025-11-27T11:12:09.903969
True,high,"The tender title mentions software upgrade or replacement of a Module Catalogue System for Curriculum Management, Presentation, and Planning, which indicates an IT-related service.",['Tender title contains IT-related keywords'],80,7006656,2025-11-27T11:12:12.539274
False,high,"Non-IT service - Construction, facilities, or building works","['Tender includes construction and building works', 'Physical goods only mentioned (furniture, equipment)']",,7001270,2025-11-27T11:12:14.956522
False,high,"Tender does not mention software, IT, technology, cloud, data, digital, or systems. The main classification is N/A and CPV codes are empty.",['No clear indication of IT services'],0,6991159,2025-11-27T11:12:17.650619
False,low,"Lack of information about the scope of work, including no mention of software, IT, technology, cloud, data, digital, or systems in the title.",['No clear indication of IT/technology services'],-,6985882,2025-11-27T11:12:20.305426
False,high,"The tender is for HSE West Project Supervisor Design Process Services - FW 05 Non Acute Healthcare Capital Works, which does not explicitly mention software, IT, technology, cloud, data, digital, or systems. Additionally, the services listed do not align with Version 1's Technology company capabilities.","['Non-IT services', 'Furniture and fit-outs are excluded from bid scope']",,6987340,2025-11-27T11:12:23.599609
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],,6998457,2025-11-27T11:12:25.720167
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - rejecting non-IT service",['Primary reason for decision'],0,6997340,2025-11-27T11:12:28.248633
False,high,"Non-IT service - Construction, facilities, or building works","['Tender does not mention software, IT, technology, cloud, data, digital, or systems', 'Contracting Authority is Transport Infrastructure Ireland (TII)', 'Estimated Value is 5.0E7']",0,6991302,2025-11-27T11:12:31.224237
False,low,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) is specified in the tender and Version 1 does not bid on physical products.","[""Tender requires physical goods which falls outside of Version 1's bid scope""]",,6985982,2025-11-27T11:12:33.994315
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) stated in the tender information section.","['Non-IT service', 'No mention of software or technology']",0,6986904,2025-11-27T11:12:36.561877
False,high,"Non-IT services - Catering (Food or meals) and Physical goods (Furniture, equipment, vehicles, supplies)",['Rejection due to non-IT services'],,6999797,2025-11-27T11:12:38.932242
False,high,Specific reason - no PDF content available for review and the tender details indicate a non-IT service (HSE West Assigned Certifier Services),['Primary reason for decision'],0,6988865,2025-11-27T11:12:41.526240
False,high,"Primary reason for decision: No PDF content available, indicating a lack of information on IT-related services.",['Lack of IT-related information in the tender'],0,6985131,2025-11-27T11:12:44.064235
False,high,Specific reason - Catering services are physical goods ONLY and do not match Version 1's IT services offering.,['Primary reason for decision'],0,6951925,2025-11-27T11:12:46.461046
False,high,"Physical goods ONLY (furniture) and Construction, facilities, or building works are mentioned in the tender details. Non-IT services.",['Primary reason for decision'],0,6982668,2025-11-27T11:12:49.020438
False,low,"No PDF content available, unable to determine the scope of work or relevance to Version 1's services.",['Lack of information'],0,6988483,2025-11-27T11:12:51.460021
False,high,"Physical goods only (furniture, equipment, vehicles, supplies) as stated in IMMEDIATE DISQUALIFICATION section",['Primary reason for decision'],0,6987680,2025-11-27T11:12:53.920536
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],,6997581,2025-11-27T11:12:56.087703
False,high,"The tender is focused on enhancing mobile communications signals to ESB smart meters, which involves IT services and technology.","['Tender does not mention software development, cloud infrastructure, data platforms, or enterprise software']",0,6998800,2025-11-27T11:12:58.796852
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Furniture is a type of physical good that falls outside Version 1's capabilities.",['Primary reason for decision'],,6985743,2025-11-27T11:13:01.347025
False,high,"Specific reason - Construction, facilities, or building works are mentioned in the tender title as part of overseeing the delivery of a new domestic violence refuge.",['Tender involves construction and facilities work'],0,7013897,2025-11-27T11:13:03.940922
False,high,"Physical goods only, catering services, building or construction work, physical product procurement, non-technology professional services are excluded from bidding.",['Excluded service types'],,6994686,2025-11-27T11:13:06.254809
True,high,"The tender details mention training services for permanent makeup, which can be considered a digital service. As a technology consultancy company, we have the capability to provide such services.",['Training services for permanent makeup align with our IT capabilities'],80,6993143,2025-11-27T11:13:08.938206
False,high,"Non-IT service - Catering, food services, or meals are specifically excluded from bidding by Version 1.",['Catering services are a non-IT professional service excluded from bidding.'],,6987622,2025-11-27T11:13:11.400021
False,high,"Physical goods only (furniture, equipment) and construction/facilities services are mentioned in the tender description.","['Tender is for physical goods/services only', ""Version 1's capabilities do not match this type of project""]",,6987308,2025-11-27T11:13:13.994552
False,high,Physical goods ONLY (furniture) is mentioned in the IMMEDIATE DISQUALIFICATION section,['Primary reason for decision'],0,6987109,2025-11-27T11:13:16.308841
False,high,"No PDF content available for review, but the tender details indicate a non-IT service (water scheme co-operative society connection) that falls outside Version 1's capabilities.",['Lack of IT-related services in tender'],0,7012322,2025-11-27T11:13:19.028506
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - does not match Version 1's focus on technology services",['Primary reason for decision'],0,7009693,2025-11-27T11:13:21.510787
False,high,Specific reason - Physical goods and non-IT services are explicitly excluded from bidding by the company.,['Excluded physical goods and non-IT services'],0,6972682,2025-11-27T11:13:23.942521
False,high,"No PDF content available for review, but the tender title does not explicitly mention software, IT, technology, cloud, data, digital, or systems. Additionally, the estimated value is listed as 'N/A', indicating that this is a non-IT related service.",['Lack of relevant information'],0,6972976,2025-11-27T11:13:26.990657
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - This tender is for a device, which falls under physical goods. Version 1 does not bid on physical products.",['Primary reason for decision'],0,7012761,2025-11-27T11:13:29.798687
False,high,"Physical goods only - furniture, equipment, vehicles, supplies, trees, ice machines",['Primary reason for decision'],0,7012601,2025-11-27T11:13:32.088656
False,high,"Physical goods only - furniture, equipment, vehicles, supplies, trees, ice machines (Step 2)",['Primary reason for decision'],0,7012232,2025-11-27T11:13:34.482516
False,high,Physical goods ONLY (trees) as specified in Tender Details. Version 1 does not bid on physical product procurement.,"['Tender Details specify physical goods only', ""Version 1's capability scope excludes physical product procurement""]",,7010822,2025-11-27T11:13:37.059307
False,high,"Non-IT services - Catering, food services, or meals as it falls under Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],0,7011683,2025-11-27T11:13:39.769131
False,high,"Electrical works to CBS Westland Row does not mention software, IT, technology, cloud, data, digital, or systems. It's purely a physical goods and construction work.",['Primary reason for decision'],0,7011358,2025-11-27T11:13:42.462111
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Physical goods NOT allowed in IT-related services'],,7011113,2025-11-27T11:13:44.691859
False,high,Facilitation of Comhairle na nÓg Programme is a non-IT related service as it involves physical goods and catering services.,"['Non-IT related service', 'Physical goods involved']",0,7010781,2025-11-27T11:13:47.308342
False,low,"Physical goods ONLY (catering, food services, meals) - does not match non-physical/IT service criteria",['No IT component'],,7010538,2025-11-27T11:13:49.611020
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - This tender does not require physical goods only.",['Primary reason for decision'],,7009320,2025-11-27T11:13:51.909193
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],0,7005249,2025-11-27T11:13:54.380423
False,high,Specific reason - categorization of 'Hot Meals under the School Meals Scheme' as catering service falls within category of physical goods ONLY.,['Physical goods ONLY'],0,6997508,2025-11-27T11:13:56.895386
False,high,"Specific reason - REJECT immediately due to categorization as Physical goods ONLY (furniture, equipment, vehicles, supplies) and Construction, facilities, or building works, which do not align with Version 1's technology company capabilities.","['Physical goods', 'Construction']",,7005587,2025-11-27T11:13:59.638919
False,low,Physical goods only - furniture/equipment/vehicles/supplies,['Rejection criteria: Physical goods ONLY'],,7005661,2025-11-27T11:14:01.747141
False,high,"Tender details do not indicate a clear technology component. The project description does not mention software, IT, technology, cloud, data, digital, or systems.",['Lack of clear IT-related requirements'],0,7004238,2025-11-27T11:14:04.413326
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Catering, food services, or meals are included in the tender.",['Primary reason for decision'],0,7005352,2025-11-27T11:14:07.085664
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender details.",['Tender contains non-IT services'],0,6998358,2025-11-27T11:14:09.780732
False,high,Physical goods ONLY (furniture) is mentioned in the IMMEDIATE DISQUALIFICATION section,['Primary reason for decision'],0,7003136,2025-11-27T11:14:12.142476
False,high,"Tender does not explicitly mention software or IT services. The CPV code is missing, but the title mentions 'backup Solution for MTU Microsoft Office 365 tenant' which might be related to cloud infrastructure or services.","['Lack of clear IT/technology evidence', 'Missing CPV code']",0,6983752,2025-11-27T11:14:15.222749
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Furniture and equipment are outside of Version 1's capabilities.","['Non-IT services', 'Physical goods']",0,6990873,2025-11-27T11:14:17.909016
False,low,Physical goods ONLY (furniture) is mentioned in the 'Immediate Disqualification' section as a reason for immediate rejection. Version 1 does not bid on furniture.,['Primary reason for decision'],0,6979645,2025-11-27T11:14:20.630388
False,low,Rejection due to non-IT service - Construction works are mentioned in the tender title,"['Construction works', 'non-IT services']",,6972516,2025-11-27T11:14:22.901280
False,high,Non-IT service - Provision of servicing and maintenance of forklift and pallet trucks,['Primary reason for decision'],0,6993940,2025-11-27T11:14:25.278838
False,low,"Physical goods only: Furniture, equipment, vehicles, supplies, trees, ice machines (No PDF content available)",['Lack of IT-related services in the tender'],,6994226,2025-11-27T11:14:27.606484
False,high,"Physical goods only (furniture), catering services, building or construction work, non-technology professional services are excluded from our bid scope.","['Exclusion of physical goods and non-IT services', 'No matching IT capabilities']",0,6971036,2025-11-27T11:14:30.379290
False,high,"Non-IT services - Construction, facilities, or building works",['No clear IT/technology evidence in the tender'],0,6969929,2025-11-27T11:14:32.687895
False,low,"Tender does not mention software, IT, technology, cloud, data, digital, or systems.",['Tender is for physical goods (Medical equipment or healthcare supplies)'],0,6992752,2025-11-27T11:14:35.294299
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are specified as IMMEDIATE DISQUALIFICATION criteria",['Primary reason for decision'],0,6969515,2025-11-27T11:14:38.004324
False,high,"Physical goods only (furniture, equipment, vehicles, supplies, trees, ice machines) and construction, facilities, or building works are explicitly excluded from bidding. Furniture is specifically mentioned as something Version 1 does not bid on.",['Primary reason for decision'],0,6972752,2025-11-27T11:14:40.901855
False,high,"Tender is for the supply and installation of assistive equipment, which falls under physical goods ONLY.",['Non-IT service'],,6994886,2025-11-27T11:14:43.090899
True,high,"Tender title mentions Board Meeting Management Software, which indicates an IT solution. It also requires software development or modernisation, aligning with Version 1's capabilities.","['Alignment with IT services', 'Match of tender requirements']",80,6994263,2025-11-27T11:14:45.830521
False,high,"Specific reason - Furniture, fixtures, or physical fit-outs (Section 2.3: Procurement)",['Primary reason for decision'],0,6922592,2025-11-27T11:14:48.259896
False,high,Specific reason - Furniture is a physical good and does not match Version 1's technology company profile.,['Primary reason for decision'],0,6978756,2025-11-27T11:14:50.605164
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)","[""Does not match Version 1's capabilities in software, IT, technology, cloud, data, digital, or systems""]",0,6968985,2025-11-27T11:14:53.324682
False,low,"Physical goods only (furniture, equipment, vehicles, supplies, trees, ice machines) - does not match Version 1's technology capabilities or bidding scope.",['Primary reason for decision'],0,6972034,2025-11-27T11:14:55.921913
False,high,"REJECT - Physical goods ONLY (furniture) - Furniture, equipment, vehicles, supplies",['Primary reason for decision'],0,6971432,2025-11-27T11:14:58.269685
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender title.",['Primary reason for decision'],0,6993250,2025-11-27T11:15:00.881367
False,high,"No PDF content available, and no clear indication of non-IT services. Therefore, due to the absence of information, Version 1 cannot make an informed decision.",['Lack of information about the tender'],0,6894170,2025-11-27T11:15:03.555285
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - no IT component mentioned in the tender.",['Primary reason for decision'],0,6973793,2025-11-27T11:15:06.082422
False,high,Non-IT services: Cleaning maintenance or janitorial services are mentioned in the tender content.,['Cleaning maintenance or janitorial services are explicitly excluded from bidding'],0,6990649,2025-11-27T11:15:08.577908
False,high,"Physical goods only (furniture, equipment, vehicles, supplies)","['Rejection due to non-IT services', ""Physical goods not within Version 1's capabilities""]",,7000702,2025-11-27T11:15:11.005952
False,high,"Tender is for eLearning Platform and Content to the National Treasury Management Agency (NTMA), which does not directly align with Version 1's core capabilities of software/application development, cloud infrastructure, or digital services. The tender also explicitly states that Version 1 should NOT bid on furniture, fixtures, physical fit-outs, food/catering services, building/construction work, physical product procurement, and non-technology professional services.","['Primary reason for decision', ""Lack of direct alignment with Version 1's capabilities""]",0,7000598,2025-11-27T11:15:15.028357
False,high,"Non-IT service - Provision of a Customer Relationship Management (CRM) System built on Microsoft Dynamics in a client tenant does not match Version 1's capabilities for physical goods, furniture, or non-technology professional services.",['Non-matching service category'],0,6999275,2025-11-27T11:15:17.920256
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - Reject immediately as it falls under furniture category which is excluded from Version 1's offerings",['Primary reason for decision'],0,6998696,2025-11-27T11:15:20.528927
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are included in the tender","['Tender includes physical goods and construction services', ""Version 1's bid scope excludes these""]",,6994395,2025-11-27T11:15:23.253272
False,high,"Non-IT service - Catering, food services, or meals",['Primary reason for decision'],0,6995501,2025-11-27T11:15:25.517099
False,low,Physical goods only (ice machines),['Ice machines are physical goods'],0,6988136,2025-11-27T11:15:27.661382
False,high,"Physical goods only (furniture, equipment, vehicles, supplies, trees, ice machines) does not match the service required (eBikes and associated services)",['Primary reason for decision'],0,6998153,2025-11-27T11:15:30.287482
False,high,"The tender is for the construction of a depot, which falls under physical goods, and does not mention software, IT, technology, cloud, data, digital, or systems. It does not meet Version 1's capabilities as it involves non-technology professional services.","['Physical goods', 'Non-IT services']",,6997713,2025-11-27T11:15:33.258207
False,high,"The tender is for Insurance Brokerage and Placement Services, which does not match any of the IT-related requirements or services provided by Version 1.",['Primary reason for decision'],0,6997077,2025-11-27T11:15:35.792102
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Physical goods ONLY'],0,6993868,2025-11-27T11:15:38.072078
False,low,"The tender details do not provide clear evidence of an IT-related service. The contracting authority has not mentioned software, IT, technology, cloud, data, digital, or systems in the title.","['Lack of IT keywords', 'Unclear IT component']",0,6991030,2025-11-27T11:15:40.952829
False,high,"School Meals Scheme is a catering service, not an IT project.","['Non-IT services', 'Physical goods']",0,6992221,2025-11-27T11:15:43.269789
False,high,"Tender is for the collection and chipping/shredding of Christmas trees, which falls under physical goods ONLY.","['Physical goods ONLY', 'Non-IT services']",,6989974,2025-11-27T11:15:45.621473
False,high,Non-IT service - Stakeholder Relations and Public Relations Training Services does not contain any IT-related keywords or match Version 1's capabilities as a technology company.,"['Lack of IT-related keywords', 'Non-technology professional services']",0,6990183,2025-11-27T11:15:48.403593
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) is specified in the tender details, which does not match Version 1's capabilities","['Tender specifies physical goods', 'Version 1 does not bid on physical products']",0,6986015,2025-11-27T11:15:51.340857
False,high,"Non-IT service - Catering, food services, or meals",['Catering is a non-technology professional service'],,6984157,2025-11-27T11:15:53.559708
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) as mentioned in IMMEDIATE DISQUALIFICATION section.","['Tender title does not mention software, IT, technology, cloud, data, or systems; Non-IT service']",0,6986963,2025-11-27T11:15:56.527563
False,high,"Tender does not mention software, IT, technology, cloud, data, digital, or systems, and is for a physical good (financial news) which is outside of Version 1's bid scope.",['Lack of IT/technology component'],0,6980857,2025-11-27T11:15:59.418579
False,high,"Physical goods only, furniture, equipment, vehicles, supplies, trees, ice machines",['Primary reason for decision'],0,6981146,2025-11-27T11:16:01.711307
False,high,Physical goods only (furniture) or non-IT professional services (Legal services) reject criteria,['No IT-related keywords or services mentioned'],0,6966241,2025-11-27T11:16:04.118818
