should_bid,confidence,reasoning,relevant_factors,estimated_fit,resource_id,analyzed_at
False,high,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) mentioned in the tender title.",['Primary reason for decision'],0,7048925,2025-11-28T15:08:27.916244
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Catering, food services, or meals are mentioned in the tender details.","['Tender details specify physical goods and catering services', 'Version 1 does not bid on non-technology professional services']",0,7047876,2025-11-28T15:08:31.008427
False,high,"The tender does not contain any explicit IT or technology keywords (e.g., software, application, platform, cloud, data, digital) and falls under the categories of Physical goods ONLY, Construction, facilities, or building works, which are excluded from Version 1's service offerings.","['Primary reason for decision', 'Tender lacks clear IT/technology evidence']",0,7047449,2025-11-28T15:08:34.374521
False,high,"Impermanent Physical Goods - GPS-Tracking Devices for Waterbirds are a physical product, not an IT service.",['The tender is for the provision of physical goods (GPS-Tracking Devices) rather than an IT-related service.'],0,7047961,2025-11-28T15:08:37.165333
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) mentioned in the tender title.",['Primary reason for decision'],0,7046010,2025-11-28T15:08:39.609677
False,high,"Physical goods only (loose furniture and soft seating) and the contracting authority does not mention software, IT, technology, cloud, data, digital, or systems in the tender title.","['Primary reason for decision', ""Not a fit for Version 1's capabilities""]",0,7041503,2025-11-28T15:08:42.605226
False,high,Physical goods - Trees,"[""Tender is for physical tree purchases, which falls under physical goods and does not match Version 1's capabilities as a technology company.""]",,7015972,2025-11-28T15:08:44.985513
False,high,"Specific reason - Non-physical goods services, as the contract involves demolition and landscaping works",['Primary reason for decision'],0,7034886,2025-11-28T15:08:47.404089
False,high,"Primary reason for decision - Tender details indicate 'No PDF content available' which suggests no clear IT/technology component. Additionally, all specified services are physical goods or non-IT services.","['Tender lacks specific IT/service keywords', 'Lack of valid IT-related CPV codes']",0,7039079,2025-11-28T15:08:50.456375
False,high,"Primary reason for decision - Physical goods only (furniture, equipment, vehicles, supplies)","[""The tender is solely for the provision of physical goods, which does not align with Version 1's technology capabilities.""]",,7021004,2025-11-28T15:08:53.032488
False,high,"Non-IT service: Advertising Effectiveness Research Services (research and analysis services, not IT)",['No clear IT/technology component'],0,6953041,2025-11-28T15:08:55.413987
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)","['Non-technology professional services', 'Primary reason for decision']",,7035443,2025-11-28T15:08:57.656753
False,high,"Specific reason - St. Brigid's Primary School is requesting Hot Meals under the School Meals Scheme, which falls under catering services and physical goods (food), not an IT-related service.",['Primary reason for decision'],0,7033467,2025-11-28T15:09:00.422528
False,high,"Specific reason - physical goods only (furniture, equipment), catering, food services, cleaning, maintenance, janitorial services, medical equipment, agricultural products, transportation, paper printing, publishing services are excluded by Version 1's company profile and bid guidelines",['Excluded non-IT services'],0,7025140,2025-11-28T15:09:03.564855
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) mentioned in the Tender Details section.",['Tender Details contain physical goods'],0,7026660,2025-11-28T15:09:06.117551
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) as mentioned in the tender details.",['Primary reason for decision'],0,7028358,2025-11-28T15:09:08.526102
False,high,"The tender details do not mention software, IT, technology, cloud, data, digital, or systems.",['No relevant IT-related keywords'],0,7031501,2025-11-28T15:09:10.921022
False,high,"Physical goods ONLY (furniture, equipment) mentioned in the tender details section.",['Tender includes physical goods for equipment'],0,7029711,2025-11-28T15:09:13.383254
False,high,"Immediate disqualification due to Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,7026513,2025-11-28T15:09:15.707170
False,high,"Physical goods only (equipment) - furniture, equipment, vehicles, supplies, trees, ice machines",['Primary reason for decision'],0,7028741,2025-11-28T15:09:18.128611
False,low,"Immediate disqualification due to physical goods ONLY (furniture, equipment, vehicles, supplies)","['Primary reason for decision', 'Tender contains physical goods service']",,7026447,2025-11-28T15:09:20.518304
False,high,Rejection due to non-IT service - Transportation or logistics services,['Transportation or logistics services'],,7031086,2025-11-28T15:09:22.667240
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender details.",['Primary reason for decision'],0,7028190,2025-11-28T15:09:25.349967
False,high,"Physical goods ONLY (furniture, equipment) is mentioned in the tender details, which is outside of Version 1's technology company scope.",['Primary reason for decision'],0,7042958,2025-11-28T15:09:27.938720
False,high,"Primary reason for decision - The tender is for the provision of Hot Meals under the School Meals Scheme, which falls under catering and food services. This service does not align with Version 1's capabilities or the company's policy to not bid on non-technology professional services.",['Primary reason for decision'],0,7042889,2025-11-28T15:09:31.042157
False,high,"REJECT - Physical goods ONLY (furniture, equipment, vehicles, supplies) and non-IT services are explicitly excluded from bidding by Version 1's company profile.","['Primary reason for decision', 'Physical goods ONLY']",0,7040945,2025-11-28T15:09:33.836284
False,high,Non-IT services - Construction and facilities management for the Design of a Process Wastewater Treatment Plant,"['Contract involves construction works', 'No IT-related keywords found in tender']",0,7041752,2025-11-28T15:09:36.465410
False,high,"Reject immediately due to tender details indicating physical goods (waste removal services) only, falling under furniture, fixtures, or physical fit-outs, which is excluded from Version 1's bid scope.",['Primary reason for decision'],0,7036423,2025-11-28T15:09:39.322606
False,high,"Immediate disqualification due to physical goods only (furniture, equipment, vehicles, supplies) and non-IT services (catering, food services, cleaning, maintenance)","['Physical goods only', 'Non-IT services']",0,7038863,2025-11-28T15:09:42.148609
False,high,Specific reason - reject as catering services are a physical good only (food services or meals),['Catering services are not an IT service'],0,7038229,2025-11-28T15:09:44.624614
False,high,"Construction work and building works are mentioned in the tender, which falls under our excluded services category.","['Tender mentions construction work', 'Excluded services category includes construction and building works']",0,7037498,2025-11-28T15:09:47.290042
False,high,"Physical goods ONLY (furniture) is mentioned in the tender, which falls under Version 1's exclusion criteria.","['Tender specifies physical goods for furniture', 'Version 1 does not bid on furniture']",0,7037753,2025-11-28T15:09:50.028808
False,high,"Physical goods only (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],,7036757,2025-11-28T15:09:52.076533
False,high,"Non-IT services - construction works are mentioned in the tender title, falling under primary exclusion.",['Tender title does not explicitly mention software or IT'],0,7036828,2025-11-28T15:09:54.615273
False,high,"Rejection of physical goods - Furniture, fixtures, or physical fit-outs",['Primary reason for decision'],0,7035732,2025-11-28T15:09:56.918315
False,high,Immediate disqualification due to non-IT services: Catering (food services) is mentioned in the tender details.,['Catering (food services) is not a technology service'],0,7035114,2025-11-28T15:09:59.491801
False,high,Non-IT services - Catering services are mentioned in the tender as 'food services' and meals.,['Catering services'],0,7035275,2025-11-28T15:10:01.870460
False,high,"Non-IT service - construction, facilities, or building works are mentioned in the tender title",['Primary reason for decision'],0,7031142,2025-11-28T15:10:04.325729
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are present in the tender. Castlecomer Community School does not fall under Version 1's capability list.",['Primary reason for decision'],0,7013971,2025-11-28T15:10:07.318006
False,high,"Specific reason - Physical goods (furniture, equipment, vehicles) are excluded from bidding by Version 1's exclusion list",['Exclusion of physical goods'],0,7025294,2025-11-28T15:10:09.874347
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment)",['Primary reason for decision'],0,6972293,2025-11-28T15:10:12.169832
False,high,Physical goods only: vehicles (sweepers),['Primary reason for decision'],0,7028648,2025-11-28T15:10:14.537410
False,high,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies) applies.",['Primary reason for decision'],0,7028572,2025-11-28T15:10:17.055739
False,high,"Specific reason - No PDF content available, therefore lack of relevant information about the project",['No PDF content available'],0,7028023,2025-11-28T15:10:19.407922
False,high,"Specific reason - Construction, facilities, or building works",['Non-IT services'],0,7025533,2025-11-28T15:10:21.654343
False,high,No PDF content available,"['Lack of relevant information', 'Insufficient details']",0,7026082,2025-11-28T15:10:23.900665
False,high,"The tender does not mention software, IT, technology, cloud, data, digital, or systems. Also, it falls under physical goods (construction, facilities, building works) which is excluded from Version 1's bidding scope.","['Primary reason for decision', 'Physical goods only']",0,7015441,2025-11-28T15:10:26.975504
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) and Construction, facilities, or building works are mentioned in the tender title.",['Tender title clearly indicates non-IT services'],0,7015791,2025-11-28T15:10:29.714803
False,high,"Physical goods only - furniture, equipment, vehicles, supplies (rejection criteria)",['Non-IT services'],0,7021522,2025-11-28T15:10:32.044392
False,high,"Non-IT services - Catering, food services, or meals","['Catering, food services, or meals']",0,7025892,2025-11-28T15:10:34.513459
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Rejection criteria: Physical goods ONLY'],0,7018807,2025-11-28T15:10:36.944554
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) mentioned in the tender details.",['Primary reason for decision'],0,7013693,2025-11-28T15:10:39.338932
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies) are mentioned in the tender.","[""Tender does not align with Version 1's IT capabilities""]",0,6736002,2025-11-28T15:10:42.002735
False,high,Specific reason - Non-IT service: transportation or logistics services,['Transportation or logistics services'],0,7023556,2025-11-28T15:10:44.304865
False,high,"Non-IT service - Construction, facilities, or building works (Macroom South Square and Masseytown Renewal)",['Primary reason for decision'],0,7020007,2025-11-28T15:10:46.818412
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - furniture, equipment, vehicles, supplies, trees, ice machines",['Primary reason for decision'],,7022336,2025-11-28T15:10:49.231107
False,high,"REJECT - Construction, facilities, or building works","['Tender falls under construction services', ""Does not match Version 1's capabilities for IT-related services""]",,7022242,2025-11-28T15:10:51.571621
False,high,Physical goods ONLY (vehicles),['Primary reason for decision'],,7020796,2025-11-28T15:10:53.525939
False,low,"The tender is for Trusted Advisor Support Services Framework which does not explicitly mention software or IT services. The contracting authority only mentioned the CPV code 72224000, which falls under the category of 'Computer Services'. However, this information alone is not enough to confirm if the tender is IT-related.","['Lack of explicit IT services in the title', ""Unclear relationship with Version 1's capabilities""]",0,7019489,2025-11-28T15:10:57.125429
False,high,"Non-IT services - Physical goods ONLY (furniture, equipment) are present in the tender title and description.",['Primary reason for decision'],0,7019709,2025-11-28T15:10:59.610291
False,low,"Tender does not contain any clear indication of software, IT, technology, cloud, data, digital, or systems requirements. Also, it is purely for physical goods (fabrication, delivery, and installation of eco cabins), which falls under Version 1's exclusions.","['No clear IT/technology component', 'Physical goods procurement']",0,7020305,2025-11-28T15:11:02.952136
False,high,"Specific reason - Physical goods ONLY (furniture), as it does not relate to IT services and is outside Version 1's bidding scope.",['Primary reason for decision'],0,7031792,2025-11-28T15:11:05.540307
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Rejects non-IT services'],,6990551,2025-11-28T15:11:07.736749
False,high,"Rejection due to non-IT services - Catering, food services, or meals","['Catering, food services, or meals']",0,7032047,2025-11-28T15:11:10.196637
False,high,"Immediate disqualification due to lack of IT/technology component. The tender is for a landscape architect led design team, which does not match Version 1's capabilities or IT-related services.",['Primary reason for decision'],0,7030119,2025-11-28T15:11:12.957002
False,high,Specific reason - the tender is for physical goods (water conservation works) only.,['Physical goods ONLY'],0,7031753,2025-11-28T15:11:15.290365
False,high,Non-IT services - Catering services,"['Tender does not mention software, IT, technology, cloud, data, digital, or systems; Catering services are listed as part of the estimated value']",0,7027737,2025-11-28T15:11:18.052584
False,high,"REJECT - Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Tender is for physical goods'],0,7031662,2025-11-28T15:11:20.387718
False,high,"Physical goods ONLY (furniture), Construction, facilities, or building works, Catering, food services, or meals, Cleaning, maintenance, or janitorial services","[""Tender details do not match Version 1's capabilities""]",0,6744088,2025-11-28T15:11:23.253034
False,high,"Main Classification: N/A; CPV Codes Found: 1; CPV Codes: ['73200000'] has a valid IT/Software CPV classification, but the tender title does not explicitly mention software, IT, technology, cloud, data, digital, or systems.","[""No clear match with Version 1's capabilities""]",0,7021653,2025-11-28T15:11:26.578139
False,low,Immediate disqualification due to lack of relevant CPV codes and the absence of clear IT/technology evidence in the tender text.,"['Lack of CPV codes', 'No clear IT/technology indication']",0,7029887,2025-11-28T15:11:29.291576
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) is mentioned in the tender details.",['Primary reason for decision'],0,7026005,2025-11-28T15:11:31.886527
False,high,Immediate disqualification - Physical goods ONLY (furniture) due to furniture procurement being outside of Version 1's capabilities,['Primary reason for decision'],0,7027952,2025-11-28T15:11:34.368472
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - Furniture is mentioned in the tender title","['Tender title mentions physical goods, which falls under non-IT services']",0,7026591,2025-11-28T15:11:37.026388
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender details. As a technology company, Version 1 does not bid on these services.","['Primary reason for decision', 'Non-technology professional services', 'Physical goods ONLY']",,7027071,2025-11-28T15:11:40.028998
False,high,"Primary reason for decision - The tender is classified as Demolition of the old Dental Facility. New decant canteen and FM Department Admin building, which falls under physical goods only.",['Physical goods only'],0,7025070,2025-11-28T15:11:42.798622
False,high,"Rejection due to non-IT services - Catering, food services, or meals",['Catering service'],0,7024883,2025-11-28T15:11:45.171459
False,high,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies) is explicitly mentioned as a disqualification criterion.",['Primary reason for decision'],0,7022893,2025-11-28T15:11:47.715692
False,high,"Non-IT services - Catering, food services, or meals",['Catering services are not IT-related'],0,7018281,2025-11-28T15:11:50.126386
False,low,"Rejection due to CPV codes not found, has validated IT/Software CPV: False",['CPV codes not found'],0,7012637,2025-11-28T15:11:52.574950
False,high,"Primary reason for decision - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) is present in the tender details and does not match Version 1's capabilities.","['Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)']",,6941968,2025-11-28T15:11:55.525652
False,high,"Specific reason - non-IT service. The tender does not mention software, IT, technology, cloud, data, digital, or systems.",['Non-IT service'],0,7009606,2025-11-28T15:11:58.100719
False,high,"Rejection due to non-IT services - Catering, food services, or meals are mentioned in the tender title and content.",['Primary reason for decision'],0,7011078,2025-11-28T15:12:00.750025
False,high,"Immediate disqualification due to non-IT services - Catering, food services, or meals","['Catering, food services, or meals']",0,7011628,2025-11-28T15:12:03.267981
False,low,"Physical goods only (furniture, equipment) - Furniture is outside of Version 1's scope.",['Primary reason for decision'],0,7011208,2025-11-28T15:12:05.680395
False,high,Rejection due to non-IT services - Catering (food services) is mentioned in the tender content.,['Catering services'],0,7009987,2025-11-28T15:12:08.155375
False,high,"Physical goods ONLY (furniture, equipment) - Furniture, fixtures, or physical fit-outs are excluded from bidding by Version 1.",['Primary reason for decision'],0,7007586,2025-11-28T15:12:10.722578
False,low,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) as mentioned in 'IMMEDIATE DISQUALIFICATION - Automatically reject if ANY apply'",['No clear IT/technology evidence'],0,7007420,2025-11-28T15:12:13.434100
False,low,"No PDF content available for review, cannot assess relevance or likelihood of an IT-related service.","['Lack of information provided', 'No clear indication of IT services']",-1,7024103,2025-11-28T15:12:15.952999
False,high,"REJECT - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Physical goods ONLY'],0,6997974,2025-11-28T15:12:18.379786
False,high,"Primary reason for decision - Tender does not mention software, IT, technology, cloud, data, digital, or systems; and it's a physical goods related tender (additional retail floorspace) with no clear IT/technology component.","['Tender is for physical goods, not IT services']",0,7022855,2025-11-28T15:12:21.482267
False,high,Physical goods only - Portable Storage Container Mule (equipment),['Primary reason for decision'],0,7022393,2025-11-28T15:12:23.698501
False,high,"Physical goods only (furniture, equipment, vehicles, supplies) and construction, facilities, or building works are mentioned in the tender title.",['Tender title mentions physical goods and construction services'],0,7020358,2025-11-28T15:12:26.378119
False,high,"Physical goods only (furniture, equipment, vehicles, supplies, trees, ice machines) and construction, facilities, or building works mentioned in the tender details","['Tender title does not mention software, IT, technology, cloud, data, digital, or systems; Physical goods and construction services are part of the estimated value']",0,7022443,2025-11-28T15:12:29.642260
False,high,"Non-IT services: Temporary Carpark Works Connolly Hospital is a physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) project.",['No IT/technology component'],0,7021123,2025-11-28T15:12:32.290887
False,high,"Specific reason - Catering services (food) is a physical good or non-IT service, and Version 1 does not bid on such services.",['Catering services are excluded from our capabilities.'],,7020695,2025-11-28T15:12:34.844094
False,high,Catering services are not an IT service and falls under physical goods only category,"['Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)']",0,7019023,2025-11-28T15:12:37.478881
False,high,"Non-IT services - Catering, food services, or meals","['Catering, food services, or meals']",0,7018706,2025-11-28T15:12:39.885680
False,high,"Physical goods ONLY (catering, food services, meals)",['Catering services are not an IT-related service'],0,7017485,2025-11-28T15:12:42.292034
True,high,Matches Version 1's technology capabilities,['Software Development'],80,6968385,2025-11-28T15:12:44.414957
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,7011970,2025-11-28T15:12:46.678639
False,low,"No PDF content available, unable to assess the full scope of the project.",['Lack of PDF content'],0,7015663,2025-11-28T15:12:49.028362
False,high,"Non-IT service - Catering, food services, or meals",['Catering is not an IT service'],0,7007939,2025-11-28T15:12:51.427485
False,high,Specific reason - Non-IT service: Supplies of physical goods (Correlative Optical Tweezers-Fluorescence System),['Primary reason for decision'],0,7004185,2025-11-28T15:12:53.987034
True,high,"The tender title mentions software upgrade/replacement for Curriculum Management, Presentation, and Planning, which aligns with Version 1's technology capabilities.","[""Tender title matches Version 1's IT capabilities""]",80,7006656,2025-11-28T15:12:56.700245
False,high,"Non-IT service - Construction, facilities, or building works",['Primary reason for decision'],0,7001270,2025-11-28T15:12:58.986870
False,high,"Immediate disqualification - Construction, facilities, or building works",['Primary reason for decision'],,6991159,2025-11-28T15:13:01.086233
False,high,Has Validated IT/Software CPV: False - indicates no clear indication of IT services being required,['No clear indication of IT services'],0,6985882,2025-11-28T15:13:03.570610
False,high,"Specific reason - REJECT due to non-IT services (Catering, food services, or meals) not specified in the tender title",['Primary reason for decision'],0,6987340,2025-11-28T15:13:06.185078
False,high,"Physical goods ONLY - furniture, equipment, vehicles, supplies, trees, ice machines, etc. (not clearly defined in tender)",['Primary reason for decision'],0,6998457,2025-11-28T15:13:08.738075
False,high,"Specific reason - Non-IT service: Catering, food services, or meals (tender title does not mention software, IT, technology, cloud, data, digital, or systems)",['Non-IT category'],,6997340,2025-11-28T15:13:11.349182
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Transport Infrastructure Ireland (TII) tender does not specify software or technology services'],0,6991302,2025-11-28T15:13:14.039964
False,high,Non-IT Services: Construction or Facilities Works (Step 2) - Project Value includes €15M to €60M excl. Vat for HSE West Civil/Structural Engineering Services,['Primary reason for decision'],,6985982,2025-11-28T15:13:16.749048
False,low,"No PDF content available, but the tender title does not mention software, IT, technology, cloud, data, digital, or systems.",['Lack of information'],0,6986904,2025-11-28T15:13:19.308771
False,high,"Non-IT services - Catering, food services, or meals","['Tender title does not mention software, IT, technology, cloud, data, digital, or systems']",0,6999797,2025-11-28T15:13:21.949877
False,high,"Physical goods only: Furniture (furniture, equipment), Construction (construction, facilities, building works), Catering (food services, meals), Cleaning (cleaning, maintenance, janitorial services), Medical equipment or healthcare supplies, Educational materials (toys, books), Agricultural products (farming equipment), Transportation (logistics services) are excluded from bidding. HSE West's tender does not match Version 1's technology capabilities.",['Primary reason for decision'],0,6988865,2025-11-28T15:13:25.770619
False,high,"Immediate disqualification - Physical goods ONLY (furniture, equipment, vehicles, supplies) is mentioned in the tender details.",['Primary reason for decision'],0,6985131,2025-11-28T15:13:28.266526
False,high,"Specific reason - Rejecting Catering as it is a physical good only (food services, meals)",['Catering is a physical good only'],0,6951925,2025-11-28T15:13:30.754197
False,high,"Physical goods only: furniture, equipment, vehicles, supplies, trees, ice machines are mentioned in the tender",['Primary reason for decision'],0,6982668,2025-11-28T15:13:33.256142
False,high,"Specific reason - Non-IT services: Construction, facilities, or building works are mentioned in the tender.","['Construction, facilities, or building works', 'Physical goods only']",0,6988483,2025-11-28T15:13:35.853658
False,low,Non-IT service - Catering services mentioned in the tender details,['Catering services are not a technology-related service'],0,6987680,2025-11-28T15:13:38.255524
False,high,"Non-IT service - Catering, food services, or meals (Section: No PDF content available)",['Primary reason for decision'],0,6997581,2025-11-28T15:13:40.680868
False,high,"Specific reason - Rejects: Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,6998800,2025-11-28T15:13:43.069721
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,6985743,2025-11-28T15:13:45.382505
False,high,"Specific reason - Construction, facilities, or building works","['Tender is for construction of a new domestic violence refuge', 'No mention of software, IT, technology, cloud, data, digital, or systems']",0,7013897,2025-11-28T15:13:48.154037
False,high,"Non-IT service - Catering, food services, or meals",['Catering is not an IT-related service'],0,6994686,2025-11-28T15:13:50.555024
False,low,"Tender does not mention software, IT, technology, cloud, data, or digital systems, and is for training services related to permanent makeup, which falls under non-IT professional services.","['Lack of clear IT/technology component', 'Training services for permanent makeup']",0,6993143,2025-11-28T15:13:53.531691
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) as no physical goods are mentioned in the tender content.",['Primary reason for decision'],0,6987622,2025-11-28T15:13:55.999994
False,high,Immediate disqualification due to lack of physical goods or non-IT services.,['Non-IT service'],,6987308,2025-11-28T15:13:58.109366
False,high,Physical goods only (training services for oncology aesthetics and cancer care),"['Non-IT service', 'No IT/technology component']",0,6987109,2025-11-28T15:14:00.493373
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,7012322,2025-11-28T15:14:02.858283
False,high,"Physical goods only (furniture, equipment) as mentioned in 'No Physical goods ONLY' and 'Furniture, fixtures, or physical fit-outs' are excluded from our capabilities.",['Primary reason for decision'],0,7009693,2025-11-28T15:14:05.586162
False,low,"Tender does not explicitly mention software, IT, technology, cloud, data, digital, or systems, and it's purely for the provision of training services for the hair industry, which is non-technology professional services.",['Lack of clear IT/technology evidence'],0,6972682,2025-11-28T15:14:08.581566
False,high,"Physical goods ONLY (furniture, equipment) are mentioned in the tender, which is outside of Version 1's scope and capabilities.",['Primary reason for decision'],0,6972976,2025-11-28T15:14:11.133563
False,high,Immediate disqualification due to lack of CPV codes from the known IT/software CPV list and no indication of software or technology services.,"['Lack of valid CPV codes', 'No IT-related keywords or evidence']",0,7012761,2025-11-28T15:14:13.909694
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) is mentioned in the IMMEDIATE DISQUALIFICATION section as a reason for automatic rejection.",['Furniture and equipment are not IT services'],0,7012601,2025-11-28T15:14:16.617876
False,high,"Immediate disqualification - Physical goods ONLY (furniture, equipment) and Construction, facilities or building works mentioned in the tender content.",['Primary reason for decision'],0,7012232,2025-11-28T15:14:19.108055
False,high,"Tree Survey is a physical goods service (furniture, equipment, vehicles, supplies) which does not match Version 1's technology company capabilities.",['Primary reason for decision'],0,7010822,2025-11-28T15:14:21.693684
False,high,"Physical goods only (furniture, equipment, vehicles, supplies)","['No IT/technology component', 'Physical goods ONLY']",0,7011683,2025-11-28T15:14:24.094249
False,high,"Immediate disqualification due to Physical goods ONLY: furniture, equipment, vehicles, supplies, trees, ice machines",['Primary reason for decision'],,7011358,2025-11-28T15:14:26.370104
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender title.",['Primary reason for decision'],0,7011113,2025-11-28T15:14:29.050704
False,high,"Facilitation of Comhairle na nÓg Programme and Associated Activities is a physical goods tender for the provision of furniture, equipment, vehicles, supplies, trees, ice machines, etc.",['Physical goods ONLY'],,7010781,2025-11-28T15:14:31.629570
False,high,"Specific reason - Catering, food services, or meals (Step 2 of the decision process)",['Primary reason for decision'],0,7010538,2025-11-28T15:14:34.036417
False,high,"Immediate disqualification - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],0,7009320,2025-11-28T15:14:36.503737
False,high,Rejection due to non-IT services - Physical goods ONLY (equipment) category,"['Physical goods ONLY', 'Non-IT services']",,7005249,2025-11-28T15:14:38.820833
False,high,"Specific reason - Food or catering services, which is a physical good ONLY (catering, food services, or meals) and falls under the 'Physical goods ONLY' category for immediate disqualification.",['Primary reason for decision'],0,6997508,2025-11-28T15:14:41.657282
False,high,"The tender details do not mention software, IT, technology, cloud, data, digital, or systems. Therefore, the service is purely physical goods and should be rejected immediately.",['Physical goods ONLY'],0,7005587,2025-11-28T15:14:44.350133
False,high,Physical goods only (furniture) is mentioned in the tender title.,['Primary reason for decision'],0,7005661,2025-11-28T15:14:46.650472
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) listed under 'Immediate Disqualification'",['Primary reason for decision'],0,7004238,2025-11-28T15:14:49.077981
False,high,"Non-IT services - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) is one of the IMMEDIATE DISQUALIFICATION criteria and Version 1 does not bid on physical product procurement and furniture.",['Primary reason for decision'],0,7005352,2025-11-28T15:14:52.109191
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)","['No IT-related services provided', ""Does not match Version 1's capabilities""]",0,6998358,2025-11-28T15:14:54.676821
False,high,"Non-IT services - Catering, food services, or meals (Step 2 of decision process)","['Catering, food services, or meals']",0,7003136,2025-11-28T15:14:57.237602
True,high,"The tender is for a backup solution for MTU Microsoft Office 365 tenant including EntraID Configuration, which involves software development and IT services. Version 1 has the capability to provide this type of service.","['Software development and IT services', 'Backup solution for Microsoft Office 365']",80,6983752,2025-11-28T15:15:00.302380
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],0,6990873,2025-11-28T15:15:02.787684
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,6979645,2025-11-28T15:15:05.051465
False,high,"Physical goods only (furniture, equipment) are excluded from bidding due to Version 1's technology company focus and non-bid on such services.",['Exclusion of physical goods'],0,6972516,2025-11-28T15:15:07.698608
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)","['The tender is for the supply of Forklift and pallet trucks and the provision of servicing and maintenance of same, which are physical goods.']",0,6993940,2025-11-28T15:15:10.510243
False,high,"Primary reason for decision: Non-IT services - Construction, facilities, or building works (Lough Carra GWS water conservation, leakage reduction and prevention works)","['Construction, facilities, or building works']",0,6994226,2025-11-28T15:15:13.225737
False,high,"Physical goods only (furniture, equipment, vehicles, supplies) does not match Version 1's technology company profile and excludes non-technology professional services.",['Primary reason for decision'],0,6971036,2025-11-28T15:15:15.860340
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) listed as IMMEDIATE DISQUALIFICATION. Version 1 does not bid on physical fit-outs, so tender disqualification due to mismatched service type.",['Primary reason for decision'],0,6969929,2025-11-28T15:15:18.844416
False,high,"Physical goods ONLY (medical equipment or healthcare supplies) as the contracting authority is requesting for molecular multiplex Blood Culture Assay and The FilmArray Torch System, which doesn't match Version 1's capabilities in non-technology professional services.",['Primary reason for decision'],0,6992752,2025-11-28T15:15:21.818101
False,high,Non-IT services - Construction works mentioned in the tender details.,"[""Construction works are not aligned with Version 1's technology capabilities""]",0,6969515,2025-11-28T15:15:24.283662
